Customer_ID,Customer_Age,Gender,City,Region,Customer_Segment,Campaign_ID,Campaign_Name,Campaign_Date,Channel,Campaign_Type,Product_Category,Product,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,Customer_Acquisition_Cost,Order_Value,Year_Month,CTR,Conversion_Rate,Cost_Per_Click,Cost_Per_Lead,Cost_Per_Acquisition,Revenue_Per_Conversion,ROI,Age_Group
CUST-4180,31,Male,Seattle,West,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-04-26,Search,Lead Generation,Home & Living,Ergonomic Executive Chair,36701,1683,320,47,816.78,12693.29,17.38,270.07,2024-04,4.585706111550094,14.6875,0.48531194295900176,2.5524375,17.378297872340426,270.07,1454.064742035799,26-35
CUST-5132,50,Female,Minneapolis,Midwest,SMB,CMP-101,Q1 Brand Refresh,2025-04-24,Referral,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,102800,5359,387,56,2215.48,26070.8,39.56,465.55,2025-04,5.213035019455252,14.470284237726098,0.41341295017727187,5.724754521963824,39.56214285714286,465.55,1076.756278549118,36-50
CUST-2269,44,Female,Detroit,Midwest,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-03-28,Instagram,Retargeting,Fitness,UltraFit Smartwatch 5,48952,1824,173,25,1103.8,4039.0,44.15,161.56,2024-03,3.726099035790162,14.450867052023122,0.6051535087719297,6.380346820809248,44.152,161.56,265.9177387207827,36-50
CUST-8006,45,Female,Minneapolis,Midwest,SMB,CMP-106,Fall Hardware Promo,2025-02-22,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,177915,4921,607,74,2301.97,20188.68,31.11,272.82,2025-02,2.7659275496725964,12.191103789126853,0.4677850030481609,3.7923723228995057,31.1077027027027,272.82,777.0175110883288,36-50
CUST-4538,18,Male,Chicago,Midwest,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-11-07,Email,Brand Awareness,Electronics,4K UltraHD Streamer Box,791419,49724,5804,249,8882.78144999993,33913.8,38.73,136.2,2024-11,6.282891868908884,4.290144727773949,0.17864173135708972,1.530458554445198,35.673821084337064,136.20000000000002,281.79257466702927,18-25
CUST-3163,22,Male,Miami,South,SMB,CMP-111,Influencer Video Push,2024-10-11,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,60198,2877,273,48,1027.67,24554.88,21.41,511.56,2024-10,4.779228545798864,17.582417582417584,0.35720194647201947,3.7643589743589745,21.409791666666667,511.56,2289.3740208432664,18-25
CUST-4839,22,Female,Los Angeles,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2024-02-15,Facebook,Seasonal Sale,Fitness,UltraFit Smartwatch 5,20795,644,71,8,196.92,1232.0,24.61,154.0,2024-02,3.0968982928588606,11.267605633802818,0.30577639751552793,2.773521126760563,24.615,154.0,525.6347755433679,18-25
CUST-2744,24,Female,Chicago,Midwest,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2024-12-01,Google Ads,Retargeting,Home & Living,Ergonomic Executive Chair,123053,4726,708,50,2923.23,15280.0,58.46,305.6,2024-12,3.8406215208081074,7.062146892655368,0.6185421074904782,4.12885593220339,58.4646,305.6,422.70946863572146,18-25
CUST-8861,46,Male,Miami,South,B2B Enterprise,CMP-108,Holiday Gift Extravaganza,2024-09-29,Email,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,68821,4055,500,85,1201.64,46005.4,14.14,541.24,2024-09,5.892096889030964,17.0,0.2963353884093712,2.40328,14.13694117647059,541.24,3728.5509803268865,36-50
CUST-4543,30,Other,Atlanta,South,Consumer Premium,CMP-102,Spring Tech Blowout,2024-03-19,Search,Seasonal Sale,Fitness,UltraFit Smartwatch 5,102810,5808,614,81,1861.08,11696.4,22.98,144.4,2024-03,5.649255908958272,13.192182410423452,0.3204338842975206,3.031074918566775,22.976296296296294,144.4,528.4737894125992,26-35
CUST-7032,47,Female,San Francisco,West,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2025-06-03,Facebook,Seasonal Sale,Fitness,UltraFit Smartwatch 5,242285,6127,521,57,2833.67,8948.43,49.71,156.99,2025-06,2.5288400024764224,10.9404990403071,0.46248898318916276,5.438905950095969,49.713508771929824,156.99,215.7894179632773,36-50
CUST-5284,39,Female,Seattle,West,B2B Enterprise,CMP-109,Email Newsletter Nurture,2024-08-27,Email,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,111123,7426,1637,255,1933.25,118243.5,7.58,463.7,2024-08,6.68268495271006,15.577275503970679,0.2603353083759763,1.1809712889431887,7.5813725490196076,463.7,6016.306737359369,36-50
CUST-5980,38,Male,Detroit,Midwest,SMB,CMP-101,Q1 Brand Refresh,2024-07-12,Facebook,Brand Awareness,Home & Living,Adjustable Standing Desk,27302,719,59,7,423.12,3434.06,60.45,490.58,2024-07,2.6335067028056556,11.864406779661017,0.5884840055632824,7.171525423728814,60.44571428571429,490.58,711.6042730194744,36-50
CUST-7114,39,Female,Dallas,South,SMB,CMP-112,VIP Customer Loyalty Drive,2025-03-31,Search,Retargeting,Home & Living,Ergonomic Executive Chair,65066,3961,377,55,1431.81,16024.25,26.03,291.35,2025-03,6.087664832631482,14.588859416445624,0.36147689977278463,3.7979045092838195,26.03290909090909,291.35,1019.1603634560453,36-50
CUST-9505,48,Non-Binary,Dallas,South,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2025-03-21,Google Ads,Retargeting,Home & Living,Adjustable Standing Desk,81279,4080,297,43,1476.03,20986.15,34.33,488.05,2025-03,5.0197467980659205,14.47811447811448,0.3617720588235294,4.969797979797979,34.326279069767445,488.05,1321.7969824461563,36-50
CUST-5989,24,Female,Atlanta,South,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-06-11,Instagram,Product Launch,Electronics,4K UltraHD Streamer Box,48550,1384,111,16,813.65,2050.88,50.85,128.18,2024-06,2.850669412976313,14.414414414414415,0.5878973988439307,7.33018018018018,50.853125,128.18,152.05923923062744,18-25
CUST-7771,42,Male,Minneapolis,Midwest,Consumer Budget,CMP-103,Enterprise SaaS LeadGen,2024-11-06,Instagram,Lead Generation,Electronics,4K UltraHD Streamer Box,60207,1616,252,30,897.71,3802.2,29.92,126.74,2024-11,2.6840732805155545,11.904761904761903,0.5555136138613862,3.56234126984127,29.92366666666667,126.74,323.5443517394258,36-50
CUST-6078,23,Non-Binary,San Francisco,West,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-11-21,Instagram,Lead Generation,Home & Living,Adjustable Standing Desk,26410,766,150,40,360.68,17390.8,9.02,434.77,2024-11,2.9004165088981444,26.666666666666668,0.4708616187989556,2.404533333333333,9.017,434.77,4721.670178551624,18-25
CUST-6924,18,Female,Atlanta,South,Consumer Budget,CMP-110,Display Banner Remarketing,2025-01-14,Display,Retargeting,Apparel,Premium Designer Denim Jacket,102444,1024,98,7,1299.47,595.84,185.64,85.12,2025-01,0.9995704970520479,7.142857142857142,1.269013671875,13.259897959183673,185.63857142857142,85.12,-54.14746011835594,18-25
CUST-6138,32,Male,New York,North East,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-07-02,YouTube,Product Launch,Fitness,UltraFit Smartwatch 5,113332,1799,215,19,2533.39,3036.96,133.34,159.84,2024-07,1.5873716161366604,8.837209302325581,1.4082212340188993,11.78320930232558,133.33631578947367,159.84,19.877318533664386,26-35
CUST-1943,23,Female,Detroit,Midwest,SMB,CMP-112,VIP Customer Loyalty Drive,2024-12-26,Google Ads,Retargeting,Home & Living,Ergonomic Executive Chair,64157,2655,277,33,1314.0,9105.69,39.82,275.93,2024-12,4.138285767726047,11.913357400722022,0.49491525423728816,4.743682310469314,39.81818181818182,275.93,592.9748858447489,18-25
CUST-5916,31,Female,New York,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2025-05-12,Google Ads,Brand Awareness,Electronics,4K UltraHD Streamer Box,212118,9010,969,32,3098.32,4132.8,96.82,129.15,2025-05,4.247635749912784,3.3023735810113517,0.3438756936736959,3.1974406604747165,96.8225,129.15,33.38841694853985,26-35
CUST-7544,53,Male,Chicago,Midwest,Consumer Premium,CMP-105,SmartHome Hub Launch,2025-03-24,Google Ads,Product Launch,Electronics,Smart noise-canceling Headphones,54738,2285,178,30,634.07,5636.4,21.14,187.88,2025-03,4.174430925499653,16.853932584269664,0.277492341356674,3.562191011235955,21.13566666666667,187.88,788.9239358430457,51-65
CUST-6018,18,Male,Dallas,South,SMB,CMP-106,Fall Hardware Promo,2024-05-10,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,218930,6539,842,77,2131.41,25168.22,27.68,326.86,2024-05,2.9867994336089163,9.144893111638956,0.325953509710965,2.5313657957244655,27.68064935064935,326.86,1080.8248999488603,18-25
CUST-3558,26,Male,Atlanta,South,Consumer Budget,CMP-104,Summer Fashion Retargeting,2025-03-15,Referral,Retargeting,Apparel,Premium Designer Denim Jacket,156713,6183,500,99,2176.47,8433.81,21.98,85.19,2025-03,3.9454289050685007,19.8,0.3520087336244541,4.352939999999999,21.98454545454545,85.19,287.49948310796844,26-35
CUST-3784,44,Female,New York,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-01-11,Display,Brand Awareness,Fitness,UltraFit Smartwatch 5,334079,3514,311,4,6590.14,557.08,1647.54,139.27,2024-01,1.0518470182202413,1.2861736334405145,1.8753955606146842,21.190160771704182,1647.535,139.27,-91.54676531909793,36-50
CUST-1093,37,Female,Dallas,South,B2B Enterprise,CMP-101,Q1 Brand Refresh,2025-02-10,Instagram,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,146729,5063,646,80,1354.45,40031.2,16.93,500.39,2025-02,3.450578958488097,12.38390092879257,0.26751925735729803,2.096671826625387,16.930625,500.39,2855.5317656613383,36-50
CUST-3326,36,Female,Seattle,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2025-06-23,Google Ads,Seasonal Sale,Apparel,Premium Designer Denim Jacket,92643,4383,511,90,1639.8,8349.3,18.22,92.77,2025-06,4.731064408535993,17.61252446183953,0.37412731006160166,3.209001956947162,18.22,92.77,409.1657519209659,36-50
CUST-8771,44,Female,Minneapolis,Midwest,SMB,CMP-108,Holiday Gift Extravaganza,2024-04-01,Search,Seasonal Sale,Home & Living,Adjustable Standing Desk,127963,6755,659,125,2454.65,55550.0,19.64,444.4,2024-04,5.2788696732649285,18.968133535660094,0.36338267949666914,3.7248103186646437,19.6372,444.4,2163.0517589065653,36-50
CUST-4190,40,Male,Atlanta,South,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-07-09,Search,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,83633,4292,1015,325,774.29,169156.0,2.38,520.48,2024-07,5.13194552389607,32.01970443349754,0.1804030754892824,0.762847290640394,2.382430769230769,520.48,21746.594945046432,36-50
CUST-5969,33,Male,Los Angeles,West,SMB,CMP-105,SmartHome Hub Launch,2025-02-12,Email,Product Launch,Home & Living,Ergonomic Executive Chair,112331,6920,614,83,1907.84,24080.79,22.99,290.13,2025-02,6.160365348835139,13.517915309446254,0.2756994219653179,3.107231270358306,22.986024096385542,290.13,1162.2017569607515,26-35
CUST-2593,46,Male,Boston,North East,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-04-16,Email,Brand Awareness,Fitness,UltraFit Smartwatch 5,26300,1893,165,33,655.64,5032.5,19.87,152.5,2025-04,7.197718631178707,20.0,0.3463497094558901,3.9735757575757575,19.867878787878787,152.5,667.5706180220852,36-50
CUST-6630,38,Female,Minneapolis,Midwest,Consumer Budget,CMP-109,Email Newsletter Nurture,2024-05-13,YouTube,Lead Generation,Electronics,4K UltraHD Streamer Box,138759,2184,526,52,2078.94,7035.08,39.98,135.29,2024-05,1.573951959872873,9.885931558935361,0.9518956043956044,3.9523574144486693,39.979615384615386,135.29,238.39745254793306,36-50
CUST-6172,42,Male,New York,North East,SMB,CMP-101,Q1 Brand Refresh,2024-07-05,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,49872,2376,278,43,1081.29,20417.26,25.15,474.82,2024-07,4.764196342637151,15.467625899280577,0.45508838383838385,3.8895323741007193,25.14627906976744,474.81999999999994,1788.2316492337854,36-50
CUST-8061,58,Female,Dallas,South,SMB,CMP-103,Enterprise SaaS LeadGen,2024-03-09,Google Ads,Lead Generation,Home & Living,Adjustable Standing Desk,196562,9596,2000,310,1747.78,151230.4,5.64,487.84,2024-03,4.881920208382088,15.5,0.18213630679449772,0.87389,5.638,487.84,8552.713728272436,51-65
CUST-6745,41,Male,Chicago,Midwest,B2B Enterprise,CMP-111,Influencer Video Push,2024-02-05,YouTube,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,42521,622,44,5,996.26,2726.95,199.25,545.39,2024-02,1.4628066132028879,11.363636363636363,1.6017041800643086,22.642272727272726,199.252,545.39,173.71870796779956,36-50
CUST-7764,21,Male,Atlanta,South,Consumer Premium,CMP-110,Display Banner Remarketing,2024-12-23,Instagram,Retargeting,Home & Living,Ergonomic Executive Chair,162353,6056,435,46,1985.16,13447.18,43.16,292.33,2024-12,3.730143576034936,10.574712643678161,0.32780052840158524,4.563586206896552,43.15565217391305,292.33,577.3851981704246,18-25
CUST-7352,36,Female,Philadelphia,North East,Consumer Premium,CMP-106,Fall Hardware Promo,2024-12-03,Facebook,Seasonal Sale,Electronics,Smart noise-canceling Headphones,89474,2090,242,27,1573.36,5279.04,58.27,195.52,2024-12,2.3358741086796164,11.15702479338843,0.7528038277511961,6.501487603305785,58.27259259259259,195.52,235.52651649972037,36-50
CUST-4198,46,Male,Seattle,West,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-04-02,Display,Seasonal Sale,Home & Living,Ergonomic Executive Chair,95392,1054,118,8,2143.38,2584.0,267.92,323.0,2024-04,1.1049144582354915,6.779661016949152,2.0335673624288426,18.164237288135595,267.9225,323.0,20.55725069749647,36-50
CUST-2660,51,Male,Philadelphia,North East,Consumer Premium,CMP-111,Influencer Video Push,2024-09-06,Google Ads,Brand Awareness,Electronics,Smart noise-canceling Headphones,45131,1897,228,31,543.95,6769.16,17.55,218.36,2024-09,4.203319226252465,13.596491228070176,0.28674222456510284,2.385745614035088,17.546774193548387,218.35999999999999,1144.4452615130067,51-65
CUST-3486,48,Male,New York,North East,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2024-09-08,Display,Lead Generation,Apparel,Premium Designer Denim Jacket,58785,806,120,24,1203.46,2226.96,50.14,92.79,2024-09,1.3710980692353492,20.0,1.4931265508684863,10.028833333333333,50.14416666666667,92.79,85.04644940421784,36-50
CUST-8284,29,Male,Detroit,Midwest,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-08-12,Instagram,Seasonal Sale,Fitness,UltraFit Smartwatch 5,64214,2414,313,37,600.71,5235.87,16.24,141.51,2024-08,3.759304824493101,11.821086261980831,0.24884424192212098,1.9192012779552716,16.235405405405405,141.51,771.613590584475,26-35
CUST-6411,60,Female,New York,North East,SMB,CMP-112,VIP Customer Loyalty Drive,2024-09-07,Google Ads,Retargeting,Home & Living,Adjustable Standing Desk,127789,6502,625,83,2008.09,34892.37,24.19,420.39,2024-09,5.08807487342416,13.28,0.3088418948015995,3.212944,24.193855421686745,420.39000000000004,1637.58994865768,51-65
CUST-5442,57,Female,San Francisco,West,SMB,CMP-102,Spring Tech Blowout,2024-08-25,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,79809,3087,373,65,707.77,33582.9,10.89,516.66,2024-08,3.867984813742811,17.426273458445042,0.22927437641723356,1.8975067024128687,10.888769230769231,516.66,4644.888876329882,51-65
CUST-3832,32,Male,Minneapolis,Midwest,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-02-23,Facebook,Lead Generation,Home & Living,Adjustable Standing Desk,100902,3218,805,89,2413.04,40341.92,27.11,453.28,2024-02,3.189233117282116,11.055900621118013,0.7498570540708515,2.9975652173913043,27.112808988764044,453.28,1571.829725159964,26-35
CUST-5417,35,Male,Detroit,Midwest,Consumer Premium,CMP-102,Spring Tech Blowout,2025-02-03,Google Ads,Seasonal Sale,Fitness,UltraFit Smartwatch 5,260185,13419,1351,212,2320.21,30341.44,10.94,143.12,2025-02,5.157484097853451,15.692079940784604,0.1729048364259632,1.7174019245003702,10.94438679245283,143.12,1207.7023200486162,26-35
CUST-1282,47,Male,Seattle,West,SMB,CMP-107,Cyber November Mega Sale,2024-10-23,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,21337,536,40,4,514.14,1205.0,128.53,301.25,2024-10,2.512068238271547,10.0,0.9592164179104478,12.8535,128.535,301.25,134.37196094448984,36-50
CUST-3163,42,Female,Minneapolis,Midwest,SMB,CMP-109,Email Newsletter Nurture,2024-03-25,YouTube,Lead Generation,Home & Living,Adjustable Standing Desk,75870,1415,235,26,1030.85,12012.78,39.65,462.03,2024-03,1.8650322920785556,11.063829787234042,0.7285159010600706,4.386595744680851,39.64807692307692,462.03000000000003,1065.327642236989,36-50
CUST-3970,46,Male,Dallas,South,B2B Enterprise,CMP-106,Fall Hardware Promo,2024-09-16,Facebook,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,9690,241,30,3,200.44,1480.92,66.81,493.64,2024-09,2.4871001031991744,10.0,0.831701244813278,6.681333333333333,66.81333333333333,493.64000000000004,638.8345639592897,36-50
CUST-7687,18,Male,Minneapolis,Midwest,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-08-30,Google Ads,Seasonal Sale,Home & Living,Ergonomic Executive Chair,203404,10374,1235,158,2382.79,49232.8,15.08,311.6,2024-08,5.100194686436845,12.793522267206479,0.2296886446886447,1.9293846153846153,15.080949367088607,311.6,1966.182920022327,18-25
CUST-5976,39,Male,Seattle,West,Consumer Budget,CMP-109,Email Newsletter Nurture,2024-08-05,Search,Lead Generation,Fitness,UltraFit Smartwatch 5,158255,7140,1822,331,2305.55,48653.69,6.97,146.99,2024-08,4.511705791286215,18.166849615806804,0.32290616246498605,1.2653951701427004,6.965407854984895,146.99,2010.2856151460603,36-50
CUST-8155,32,Male,San Francisco,West,SMB,CMP-106,Fall Hardware Promo,2024-01-10,YouTube,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,25764,483,45,4,630.65,1954.24,157.66,488.56,2024-01,1.8747088961341407,8.88888888888889,1.3056935817805382,14.014444444444443,157.6625,488.56,209.87711091730756,26-35
CUST-8598,38,Male,Boston,North East,Consumer Premium,CMP-105,SmartHome Hub Launch,2025-03-17,Google Ads,Product Launch,Fitness,UltraFit Smartwatch 5,89463,3382,309,46,1808.79,7229.82,39.32,157.17,2025-03,3.780333769267742,14.886731391585762,0.5348285038438794,5.85368932038835,39.32152173913043,157.17,299.70477501534174,36-50
CUST-9232,33,Female,San Francisco,West,Consumer Budget,CMP-106,Fall Hardware Promo,2024-02-23,Facebook,Seasonal Sale,Electronics,4K UltraHD Streamer Box,118266,2999,356,35,1682.46,4161.5,48.07,118.9,2024-02,2.535809108281332,9.831460674157304,0.5610070023341114,4.726011235955056,48.07028571428572,118.9,147.34614790247613,26-35
CUST-8975,60,Male,Seattle,West,Consumer Budget,CMP-102,Spring Tech Blowout,2025-03-27,Email,Seasonal Sale,Apparel,Premium Designer Denim Jacket,136851,9754,730,139,1696.99,11655.15,12.21,83.85,2025-03,7.1274597920365945,19.041095890410958,0.17397888045929874,2.3246438356164383,12.208561151079136,83.85,586.8131220572897,51-65
CUST-7920,56,Male,San Francisco,West,SMB,CMP-101,Q1 Brand Refresh,2024-06-23,Google Ads,Brand Awareness,Home & Living,Adjustable Standing Desk,221039,10998,895,120,2140.77,58513.2,17.84,487.61,2024-06,4.975592542492501,13.40782122905028,0.1946508456082924,2.391921787709497,17.83975,487.60999999999996,2633.278212979442,51-65
CUST-6139,37,Female,Philadelphia,North East,SMB,CMP-106,Fall Hardware Promo,2024-12-05,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,156291,5169,370,45,2808.85,21851.1,62.42,485.58,2024-12,3.3072921665355013,12.162162162162163,0.5434029792996711,7.591486486486486,62.41888888888889,485.58,677.9375901169518,36-50
CUST-5948,42,Female,Philadelphia,North East,SMB,CMP-112,VIP Customer Loyalty Drive,2024-10-14,Facebook,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,234471,5914,587,67,2438.43,33758.62,36.39,503.86,2024-10,2.5222735434232804,11.41396933560477,0.41231484612783226,4.154054514480409,36.394477611940296,503.86,1284.4408082249647,36-50
CUST-9332,20,Female,Chicago,Midwest,Consumer Budget,CMP-109,Email Newsletter Nurture,2025-04-06,Google Ads,Lead Generation,Electronics,4K UltraHD Streamer Box,136365,7180,1134,167,2370.76,21244.07,14.2,127.21,2025-04,5.265280680526528,14.726631393298058,0.3301894150417828,2.0906172839506176,14.19616766467066,127.21,796.0869088393594,18-25
CUST-3428,23,Female,Dallas,South,SMB,CMP-107,Cyber November Mega Sale,2024-01-21,Display,Seasonal Sale,Home & Living,Ergonomic Executive Chair,94619,911,76,4,1971.09,1206.24,492.77,301.56,2024-01,0.9628087382026865,5.263157894736842,2.163655323819978,25.935394736842103,492.7725,301.56,-38.80340319315708,18-25
CUST-1763,36,Female,Los Angeles,West,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-12-02,Instagram,Lead Generation,Fitness,UltraFit Smartwatch 5,23424,730,132,33,495.62,5288.58,15.02,160.26,2024-12,3.11646174863388,25.0,0.678931506849315,3.75469696969697,15.01878787878788,160.26,967.0634760501997,36-50
CUST-7982,35,Non-Binary,Los Angeles,West,SMB,CMP-113,High-Spend Experimental Push,2024-11-04,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,401697,10583,1587,25,4263.23,13246.5,170.53,529.86,2024-11,2.634572824790825,1.5752993068683048,0.4028375696872342,2.6863453056080653,170.52919999999997,529.86,210.7151150653378,26-35
CUST-7018,38,Female,Detroit,Midwest,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2025-02-12,Referral,Retargeting,Fitness,UltraFit Smartwatch 5,139420,7970,702,130,1944.13,20147.4,14.95,154.98,2025-02,5.71653995122651,18.51851851851852,0.243930991217064,2.7694159544159547,14.954846153846155,154.98000000000002,936.3195876818937,36-50
CUST-1574,24,Female,Dallas,South,SMB,CMP-106,Fall Hardware Promo,2024-08-21,Facebook,Seasonal Sale,Home & Living,Adjustable Standing Desk,11620,276,34,4,256.0,1787.24,64.0,446.81,2024-08,2.3752151462994835,11.76470588235294,0.927536231884058,7.529411764705882,64.0,446.81,598.140625,18-25
CUST-3544,18,Female,Miami,South,SMB,CMP-112,VIP Customer Loyalty Drive,2025-06-29,Google Ads,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,126880,4785,456,79,1549.75,41188.23,19.62,521.37,2025-06,3.771279949558638,17.324561403508774,0.32387669801462904,3.3985745614035086,19.617088607594937,521.37,2557.7338280367803,18-25
CUST-5157,47,Male,Dallas,South,B2B Enterprise,CMP-107,Cyber November Mega Sale,2025-06-14,Search,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,21749,1211,101,13,326.96,16442.53,25.15,1264.81,2025-06,5.568072095268748,12.871287128712872,0.26999174236168455,3.237227722772277,25.150769230769228,1264.81,4928.9117934915585,36-50
CUST-6349,50,Male,Atlanta,South,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2025-06-29,Google Ads,Seasonal Sale,Apparel,Premium Designer Denim Jacket,214853,10556,1072,156,2091.61,14412.84,13.41,92.39,2025-06,4.913126649383532,14.55223880597015,0.1981441834028041,1.9511287313432837,13.407756410256411,92.39,589.0787479501437,36-50
